init_node,term_node
52200045,45
523,523000530
523000530,530
523,523000542
523000542,542
523,523000553
523000553,553
523,523000581
523000581,581
524,524000536
524000536,536
524,524000657
524000657,657
524,524000673
524000673,673
525,525000537
525000537,537
525,525000586
525000586,586
525,525000595
525000595,595
525,52500053
52500053,53
526,526000463
526000463,463
526,526000470
526000470,470
527,527000521
527000521,521
527,527000528
527000528,528
527,527000716
527000716,716
528,528000548
528000548,548
528,528000563
528000563,563
529,529000549
529000549,549
529,529000565
529000565,565
530,530000523
530000523,523
530,530000541
530000541,541
530,530000568
530000568,568
530,53000045
53000045,45
531,531000570
531000570,570
531,531000572
531000572,572
532,532000533
532000533,533
532,532000571
532000571,571
533,533000219
533000219,219
533,533000242
533000242,242
533,533000571
533000571,571
533,533000573
533000573,573
533,53300015
53300015,15
534,534000531
534000531,531
534,534000542
534000542,542
534,534000573
534000573,573
535,535000555
535000555,555
535,535000559
535000559,559
535,535000589
535000589,589
535,535000721
535000721,721
536,536000524
536000524,524
536,536000561
536000561,561
536,536000588
536000588,588
536,536000589
536000589,589
537,537000525
537000525,525
537,537000540
537000540,540
537,537000544
537000544,544
538,538000539
538000539,539
538,538000574
538000574,574
538,53800015
53800015,15
539,539000226
539000226,226
539,539000579
539000579,579
540,540000537
540000537,537
540,540000580
540000580,580
540,540000584
540000584,584
541,541000531
541000531,531
541,541000542
541000542,542
542,542000523
542000523,523
542,542000534
542000534,534
542,542000577
542000577,577
543,543000540
543000540,540
543,543000544
543000544,544
544,544000538
544000538,538
544,544000579
544000579,579
545,545000526
545000526,526
545,545000547
545000547,547
546,546000526
546000526,526
546,546000547
546000547,547
547,547000532
547000532,532
548,548000529
548000529,529
548,548000551
548000551,551
549,549000550
549000550,550
549,549000552
549000552,552
550,550000530
550000530,530
550,550000567
550000567,567
551,551000521
551000521,521
551,551000522
551000522,522
551,55100045
55100045,45
551,551000556
551000556,556
552,552000522
552000522,522
552,552000553
552000553,553
552,552000558
552000558,558
553,553000523
553000523,523
553,553000550
553000550,550
553,553000552
553000552,552
554,554000521
554000521,521
554,554000726
554000726,726
555,555000521
555000521,521
555,555000535
555000535,535
555,555000554
555000554,554
555,55500045
55500045,45
556,556000535
556000535,535
556,556000555
556000555,555
557,557000522
557000522,522
557,557000556
557000556,556
558,558000557
558000557,557
558,558000560
558000560,560
559,559000557
559000557,557
559,559000560
559000560,560
560,560000583
560000583,583
560,560000587
560000587,587
561,561000562
561000562,562
561,561000585
561000585,585
562,562000524
562000524,524
562,562000673
562000673,673
563,563000501
563000501,501
563,563000716
563000716,716
564,564000548
564000548,548
564,564000563
564000563,563
565,565000502
565000502,502
565,565000564
565000564,564
566,566000549
566000549,549
566,566000565
566000565,565
567,567000516
567000516,516
567,567000566
567000566,566
568,568000476
568000476,476
568,568000530
568000530,530
568,568000567
568000567,567
569,569000541
569000541,541
569,569000568
569000568,568
570,570000485
570000485,485
570,570000569
570000569,569
571,571000546
571000546,546
571,571000570
571000570,570
571,571000572
571000572,572
572,572000573
572000573,573
573,573000239
573000239,239
573,573000533
573000533,533
573,573000534
573000534,534
574,574000543
574000543,543
574,574000575
574000575,575
575,575000240
575000240,240
575,575000576
575000576,576
576,576000534
576000534,534
576,576000577
576000577,577
577,577000578
577000578,578
577,577000581
577000581,581
578,578000543
578000543,543
578,578000575
578000575,575
579,579000525
579000525,525
579,579000538
579000538,538
579,579000595
579000595,595
580,580000540
580000540,540
580,580000578
580000578,578
580,580000581
580000581,581
581,581000523
581000523,523
581,581000580
581000580,580
581,581000582
581000582,582
582,582000553
582000553,553
582,582000558
582000558,558
583,583000580
583000580,580
583,583000582
583000582,582
584,584000583
584000583,583
584,584000587
584000587,587
585,585000537
585000537,537
585,585000584
585000584,584
585,58500053
58500053,53
586,586000562
586000562,562
586,586000585
586000585,585
587,587000561
587000561,561
587,587000588
587000588,588
588,588000559
588000559,559
588,588000589
588000589,589
589,589000535
589000535,535
589,589000536
589000536,536
589,589000721
589000721,721
590,590000535
590000535,535
590,590000554
590000554,554
591,591000594
591000594,594
591,591000595
591000595,595
591,591000945
591000945,945
592,592000611
592000611,611
592,592000946
592000946,946
593,593000600
593000600,600
593,593000606
593000606,606
593,593000607
593000607,607
594,594000640
594000640,640
595,595000525
595000525,525
595,595000591
595000591,591
596,596000597
596000597,597
596,596000599
596000599,599
597,597000229
597000229,229
597,597000598
597000598,598
597,59700017
59700017,17
598,598000597
598000597,597
598,598000599
598000599,599
598,598000619
598000619,619
599,599000608
599000608,608
599,599000610
599000610,610
600,600000601
600000601,601
600,600000609
600000609,609
600,600000612
600000612,612
601,601000604
601000604,604
601,60100016
60100016,16
602,602000603
602000603,603
602,602000605
602000605,605
602,60200016
60200016,16
603,603000227
603000227,227
603,603000606
603000606,606
603,603000621
603000621,621
604,604000226
604000226,226
605,605000593
605000593,593
605,605000604
605000604,604
606,606000593
606000593,593
606,606000603
606000603,603
606,606000605
606000605,605
607,607000596
607000596,596
607,607000606
607000606,606
608,608000600
608000600,600
608,608000607
608000607,607
608,60800017
60800017,17
609,609000608
609000608,608
609,609000610
609000610,610
610,610000614
610000614,614
610,610000618
610000618,618
611,611000601
611000601,601
612,612000592
612000592,592
612,612000611
612000611,611
613,613000609
613000609,609
613,613000612
613000612,612
614,614000613
614000613,613
614,614000616
614000616,616
615,615000613
615000613,613
615,615000616
615000616,616
616,616000615
616000615,615
616,616000617
616000617,617
616,616000919
616000919,919
617,617000614
617000614,614
617,617000616
617000616,616
617,617000618
617000618,618
617,61700019
61700019,19
618,618000617
618000617,617
618,618000619
618000619,619
619,619000598
619000598,598
619,619000618
619000618,618
619,619000918
619000918,918
620,620000621
620000621,621
621,621000596
621000596,596
621,621000620
621000620,620
621,62100017
62100017,17
622,622000623
622000623,623
622,622000883
622000883,883
623,623000622
623000622,622
623,623000636
623000636,636
623,623000646
623000646,646
623,62300050
62300050,50
624,624000627
624000627,627
624,624000641
624000641,641
624,624000646
624000646,646
624,62400061
62400061,61
625,625000629
625000629,629
625,625000641
625000641,641
625,625000653
625000653,653
625,62500049
62500049,49
626,626000638
626000638,638
626,626000640
626000640,640
626,626000658
626000658,658
627,627000624
627000624,624
627,627000892
627000892,892
627,627000899
627000899,899
627,62700058
62700058,58
628,628000630
628000630,630
628,628000642
628000642,642
628,628000643
628000643,643
629,629000625
629000625,625
629,629000628
629000628,628
629,629000632
629000632,632
629,629000653
629000653,653
629,62900062
62900062,62
630,630000628
630000628,628
630,630000629
630000629,629
630,630000632
630000632,632
630,630000902
630000902,902
630,63000061
63000061,61
630,6300001013
6300001013,1013
631,631000646
631000646,646
631,631000899
631000899,899
632,632000630
632000630,630
632,632000637
632000637,637
632,632000924
632000924,924
632,63200064
63200064,64
633,633000634
633000634,634
633,633000644
633000644,644
633,63300040
63300040,40
634,634000635
634000635,635
634,634000649
634000649,649
634,634000667
634000667,667
634,634000885
634000885,885
635,635000634
635000634,634
635,635000644
635000644,644
635,6350001019
6350001019,1019
636,636000623
636000623,623
636,636000645
636000645,645
636,636000650
636000650,650
637,637000632
637000632,632
637,637000638
637000638,638
637,637000713
637000713,713
637,63700062
63700062,62
638,638000626
638000626,626
638,638000637
638000637,637
638,638000923
638000923,923
639,639000947
639000947,947
640,640000626
640000626,626
640,640000659
640000659,659
640,64000052
64000052,52
641,641000624
641000624,624
641,641000625
641000625,625
641,641000642
641000642,642
642,642000628
642000628,628
642,642000641
642000641,641
642,642000893
642000893,893
642,64200061
64200061,61
643,643000896
643000896,896
644,644000622
644000622,622
644,644000635
644000635,635
645,645000636
645000636,636
645,645000700
645000700,700
645,6450001018
6450001018,1018
646,646000260
646000260,260
646,646000623
646000623,623
646,646000624
646000624,624
646,646000631
646000631,631
646,64600049
64600049,49
647,647000656
647000656,656
647,647000753
647000753,753
648,648000647
648000647,647
648,648000710
648000710,710
649,649000634
649000634,634
649,649000665
649000665,665
649,649000679
649000679,679
649,649000683
649000683,683
649,649000885
649000885,885
650,650000636
650000636,636
651,651000740
651000740,740
652,652000650
652000650,650
652,652000701
652000701,701
652,65200050
65200050,50
653,653000625
653000625,625
653,653000706
653000706,706
653,653000712
653000712,712
653,65300062
65300062,62
654,654000704
654000704,704
654,654000751
654000751,751
655,655000629
655000629,629
655,655000708
655000708,708
655,655000712
655000712,712
655,65500051
65500051,51
656,656000654
656000654,654
656,656000709
656000709,709
657,657000536
657000536,536
657,657000671
657000671,671
658,658000672
658000672,672
658,658000756
658000756,756
659,659000673
659000673,673
659,65900052
65900052,52
660,660000666
660000666,666
660,660000680
660000680,680
660,660000681
660000681,681
661,661000647
661000647,647
661,661000754
661000754,754
662,662000668
662000668,668
662,662000693
662000693,693
663,663000669
663000669,669
663,663000695
663000695,695
664,664000591
664000591,591
664,664000594
664000594,594
664,66400053
66400053,53
665,665000649
665000649,649
665,665000677
665000677,677
666,666000678
666000678,678
666,666000717
666000717,717
666,66600042
66600042,42
667,667000651
667000651,651
667,667000688
667000688,688
668,668000690
668000690,690
668,668000730
668000730,730
668,66800043
66800043,43
669,669000670
669000670,670
669,669000722
669000722,722
670,670000536
670000536,536
670,670000671
670000671,671
671,671000663
671000663,663
671,671000698
671000698,698
672,672000661
672000661,661
672,672000711
672000711,711
673,673000524
673000524,524
673,673000664
673000664,664
673,673000720
673000720,720
673,673000750
673000750,750
674,674000675
674000675,675
674,674000778
674000778,778
675,675000676
675000676,676
675,675000718
675000718,718
676,676000715
676000715,715
676,676000716
676000716,716
676,676000777
676000777,777
676,67600042
67600042,42
677,677000741
677000741,741
678,678000681
678000681,681
678,678000719
678000719,719
679,679000649
679000649,649
679,679000677
679000677,677
679,679000680
679000680,680
679,67900042
67900042,42
680,680000660
680000660,660
680,680000679
680000679,679
680,680000685
680000685,685
681,681000660
681000660,660
681,681000682
681000682,682
681,681000687
681000687,687
682,682000521
682000521,521
682,682000681
682000681,681
682,682000719
682000719,719
683,683000738
683000738,738
684,684000679
684000679,679
684,684000683
684000683,683
685,685000684
685000684,684
685,685000732
685000732,732
686,686000660
686000660,660
686,686000685
686000685,685
687,687000686
687000686,686
687,687000727
687000727,727
687,68700042
68700042,42
688,688000689
688000689,689
688,688000736
688000736,736
688,68800043
68800043,43
689,689000668
689000668,668
689,689000693
689000693,693
689,68900043
68900043,43
690,690000691
690000691,691
690,690000694
690000694,694
691,691000669
691000669,669
691,691000724
691000724,724
692,692000651
692000651,651
692,692000688
692000688,688
693,693000692
693000692,692
693,693000734
693000734,734
694,694000662
694000662,662
694,694000696
694000696,696
695,695000691
695000691,691
695,695000694
695000694,694
696,696000723
696000723,723
696,696000745
696000745,745
696,69600043
69600043,43
697,697000663
697000663,663
697,697000698
697000698,698
698,698000699
698000699,699
698,698000748
698000748,748
699,699000657
699000657,657
699,699000673
699000673,673
699,69900052
69900052,52
700,700000650
700000650,650
700,700000701
700000701,701
700,70000050
70000050,50
701,701000702
701000702,702
701,701000743
701000743,743
702,702000704
702000704,704
702,702000751
702000751,751
702,70200051
70200051,51
703,703000729
703000729,729
703,703000744
703000744,744
704,704000652
704000652,652
704,704000707
704000707,707
705,705000640
705000640,640
705,705000658
705000658,658
706,706000652
706000652,652
706,706000707
706000707,707
706,70600051
70600051,51
707,707000708
707000708,708
707,707000712
707000712,712
708,708000654
708000654,654
708,708000709
708000709,709
709,709000648
709000648,648
709,709000655
709000655,655
710,710000661
710000661,661
710,710000711
710000711,711
710,71000051
71000051,51
711,711000714
711000714,714
712,712000653
712000653,653
712,712000655
712000655,655
713,713000710
713000710,710
713,713000714
713000714,714
714,714000638
714000638,638
714,714000640
714000640,640
714,714000658
714000658,658
714,71400052
71400052,52
715,715000501
715000501,501
715,715000819
715000819,819
716,716000527
716000527,527
716,716000676
716000676,676
716,716000718
716000718,718
717,717000674
717000674,674
718,718000678
718000678,678
718,718000717
718000717,717
719,719000527
719000527,527
719,719000716
719000716,716
720,720000586
720000586,586
720,720000595
720000595,595
721,721000670
721000670,670
721,721000722
721000722,722
722,722000590
722000590,590
722,722000724
722000724,724
722,72200043
72200043,43
723,723000695
723000695,695
723,723000697
723000697,697
724,724000725
724000725,725
724,724000728
724000728,728
725,725000590
725000590,590
725,725000726
725000726,726
726,726000682
726000682,682
726,726000687
726000687,687
727,727000725
727000725,725
727,727000728
727000728,728
728,728000690
728000690,690
728,728000730
728000730,730
729,729000662
729000662,662
729,729000696
729000696,696
730,730000731
730000731,731
730,730000733
730000733,733
731,731000686
731000686,686
731,731000727
731000727,727
732,732000731
732000731,731
732,732000733
732000733,733
733,733000689
733000689,689
733,733000736
733000736,736
734,734000729
734000729,729
734,734000744
734000744,744
735,735000692
735000692,692
735,735000734
735000734,734
736,736000737
736000737,737
736,736000739
736000739,739
737,737000684
737000684,684
737,737000732
737000732,732
738,738000737
738000737,737
738,738000739
738000739,739
739,739000667
739000667,667
740,740000735
740000735,735
740,740000742
740000742,742
741,741000666
741000666,666
741,741000680
741000680,680
742,742000700
742000700,700
742,7420001018
7420001018,1018
743,743000735
743000735,735
743,743000742
743000742,742
744,744000702
744000702,702
744,744000743
744000743,743
745,745000703
745000703,703
745,745000752
745000752,752
746,746000723
746000723,723
746,746000745
746000745,745
747,747000697
747000697,697
747,747000746
747000746,746
748,748000747
748000747,747
748,748000755
748000755,755
749,749000699
749000699,699
749,749000748
749000748,748
750,750000749
750000749,749
750,750000757
750000757,757
751,751000703
751000703,703
751,751000752
751000752,752
752,752000656
752000656,656
752,752000753
752000753,753
753,753000746
753000746,746
753,753000754
753000754,754
754,754000747
754000747,747
754,754000755
754000755,755
755,755000672
755000672,672
755,755000756
755000756,756
756,756000749
756000749,749
756,756000757
756000757,757
757,757000705
757000705,705
758,758000336
758000336,336
758,758000364
758000364,364
758,758000779
758000779,779
758,758000786
758000786,786
758,75800035
75800035,35
759,759000765
759000765,765
759,759000772
759000772,772
760,760000761
760000761,761
760,760000782
760000782,782
760,76000035
76000035,35
761,761000781
761000781,781
761,761000868
761000868,868
761,761000869
761000869,869
761,76100041
76100041,41
762,762000766
762000766,766
762,762000775
762000775,775
762,762000793
762000793,793
762,762000813
762000813,813
762,762000817
762000817,817
762,762000865
762000865,865
763,763000764
763000764,764
763,763000781
763000781,781
763,763000793
763000793,793
763,76300036
76300036,36
764,764000763
764000763,763
764,764000780
764000780,780
764,764000791
764000791,791
764,76400036
76400036,36
765,765000760
765000760,760
765,765000975
765000975,975
766,766000762
766000762,762
766,766000777
766000777,777
766,766000818
766000818,818
767,767000765
767000765,765
767,767000772
767000772,772
767,767000791
767000791,791
767,76700036
76700036,36
768,768000366
768000366,366
768,768000790
768000790,790
769,769000771
769000771,771
769,769000772
769000772,772
769,769000786
769000786,786
770,770000773
770000773,773
770,770000789
770000789,789
771,771000758
771000758,758
771,771000759
771000759,759
771,771000974
771000974,974
772,772000767
772000767,767
772,772000769
772000769,769
772,772000810
772000810,810
773,773000774
773000774,774
773,773000796
773000796,796
774,774000792
774000792,792
774,774000811
774000811,811
775,775000868
775000868,868
776,776000762
776000762,762
776,776000766
776000766,766
777,777000675
777000675,675
777,777000676
777000676,676
777,777000766
777000766,766
777,777000778
777000778,778
778,778000776
778000776,776
779,779000783
779000783,783
779,779000787
779000787,787
779,77900031
77900031,31
780,780000763
780000763,763
780,780000812
780000812,812
781,781000761
781000761,761
781,781000763
781000763,763
781,781000782
781000782,782
782,782000764
782000764,764
783,783000366
783000366,366
783,783000768
783000768,768
784,784000768
784000768,768
785,785000403
785000403,403
785,785000808
785000808,808
786,786000758
786000758,758
786,786000769
786000769,769
786,786000787
786000787,787
787,787000769
787000769,769
787,787000788
787000788,788
788,788000783
788000783,783
788,788000790
788000790,790
788,78800036
78800036,36
789,789000769
789000769,769
789,789000788
789000788,788
790,790000770
790000770,770
790,790000794
790000794,794
791,791000764
791000764,764
791,791000767
791000767,767
791,791000792
791000792,792
792,792000780
792000780,780
793,793000762
793000762,762
793,793000763
793000763,763
793,793000813
793000813,813
794,794000784
794000784,784
794,794000809
794000809,809
795,795000770
795000770,770
795,795000794
795000794,794
796,796000795
796000795,795
796,796000815
796000815,815
796,79600036
79600036,36
797,797000774
797000774,774
797,797000796
797000796,796
798,798000799
798000799,799
798,798000804
798000804,804
799,799000805
799000805,805
799,799000813
799000813,813
799,799000817
799000817,817
800,800000388
800000388,388
800,800000785
800000785,785
801,801000800
801000800,800
801,801000814
801000814,814
802,802000348
802000348,348
802,802000801
802000801,801
803,803000802
803000802,802
803,803000816
803000816,816
803,80300037
80300037,37
804,804000458
804000458,458
804,804000803
804000803,803
805,805000490
805000490,490
805,805000799
805000799,799
805,805000804
805000804,804
806,806000457
806000457,457
806,806000805
806000805,805
806,806000817
806000817,817
807,807000461
807000461,461
807,807000806
807000806,806
808,808000784
808000784,784
808,808000809
808000809,809
809,809000800
809000800,800
809,809000808
809000808,808
810,810000773
810000773,773
810,810000789
810000789,789
811,811000767
811000767,767
811,811000810
811000810,810
812,812000797
812000797,797
812,812000798
812000798,798
813,813000793
813000793,793
813,813000799
813000799,799
813,813000812
813000812,812
814,814000795
814000795,795
814,814000815
814000815,815
815,815000802
815000802,802
815,815000816
815000816,816
816,816000797
816000797,797
816,816000798
816000798,798
817,817000762
817000762,762
817,817000806
817000806,806
817,817000818
817000818,818
818,818000777
818000777,777
818,818000807
818000807,807
819,819000777
819000777,777
819,819000807
819000807,807
820,820000826
820000826,826
820,820000827
820000827,827
820,820000831
820000831,831
821,821000824
821000824,824
821,821000830
821000830,830
821,821000832
821000832,832
821,821000840
821000840,840
821,82100025
82100025,25
822,822000828
822000828,828
822,822000837
822000837,837
822,822000838
822000838,838
823,823000829
823000829,829
823,823000830
823000830,830
823,823000836
823000836,836
823,82300023
82300023,23
824,824000821
824000821,821
824,824000825
824000825,825
824,82400027
82400027,27
824,8240001016
8240001016,1016
825,825000328
825000328,328
825,825000833
825000833,833
825,82500028
82500028,28
826,826000820
826000820,820
826,826000838
826000838,838
826,826000839
826000839,839
827,827000820
827000820,820
827,827000828
827000828,828
827,827000854
827000854,854
827,82700024
82700024,24
828,828000822
828000822,822
828,828000852
828000852,852
829,829000823
829000823,823
829,829000834
829000834,834
829,829000852
829000852,852
830,830000821
830000821,821
830,830000823
830000823,823
830,830000847
830000847,847
831,831000249
831000249,249
831,831000826
831000826,826
831,831000827
831000827,827
831,83100022
83100022,22
832,832000324
832000324,324
832,832000833
832000833,833
832,832000846
832000846,846
832,83200027
83200027,27
833,833000825
833000825,825
833,833000832
833000832,832
834,834000758
834000758,758
834,834000856
834000856,856
835,835000821
835000821,821
835,835000845
835000845,845
835,83500023
83500023,23
836,836000822
836000822,822
836,836000823
836000823,823
836,836000824
836000824,824
836,836000835
836000835,835
836,83600023
83600023,23
837,837000835
837000835,835
838,838000820
838000820,820
838,838000837
838000837,837
838,83800024
83800024,24
839,83900078
83900078,78
839,839000826
839000826,826
839,839000845
839000845,845
839,839000848
839000848,848
839,83900023
83900023,23
840,840000821
840000821,821
840,840000843
840000843,843
840,840000845
840000845,845
840,840000847
840000847,847
840,840000850
840000850,850
841,841000317
841000317,317
841,841000846
841000846,846
841,841000847
841000847,847
841,84100025
84100025,25
842,84200074
84200074,74
842,842000322
842000322,322
843,843000840
843000840,840
843,843000849
843000849,849
843,843000850
843000850,850
844,844000322
844000322,322
844,844000842
844000842,842
844,844000850
844000850,850
844,84400026
84400026,26
845,845000839
845000839,839
845,845000840
845000840,840
846,846000832
846000832,832
846,846000841
846000841,841
846,846000851
846000851,851
847,847000830
847000830,830
847,847000841
847000841,841
848,84800076
84800076,76
848,84800078
84800078,78
848,84800081
84800081,81
848,84800082
84800082,82
848,84800083
84800083,83
848,848000839
848000839,839
848,848000849
848000849,849
849,84900075
84900075,75
849,84900076
84900076,76
849,84900077
84900077,77
849,84900085
84900085,85
849,84900086
84900086,86
849,84900087
84900087,87
849,849000103
849000103,103
849,849000104
849000104,104
849,849000106
849000106,106
849,849000107
849000107,107
849,849000108
849000108,108
849,849000109
849000109,109
849,849000843
849000843,843
849,849000848
849000848,848
849,84900025
84900025,25
850,850000840
850000840,840
850,850000843
850000843,843
850,850000844
850000844,844
851,851000844
851000844,844
851,851000846
851000846,846
851,85100026
85100026,26
852,852000828
852000828,828
852,852000829
852000829,829
852,852000855
852000855,855
852,852000856
852000856,856
853,853000250
853000250,250
853,853000860
853000860,860
854,854000827
854000827,827
854,854000852
854000852,852
854,854000857
854000857,857
855,855000852
855000852,852
855,855000857
855000857,857
855,855000859
855000859,859
855,85500024
85500024,24
856,856000852
856000852,852
856,856000855
856000855,855
856,856000962
856000962,962
857,857000854
857000854,854
857,857000858
857000858,858
858,858000857
858000857,857
858,858000859
858000859,859
858,858000961
858000961,961
858,85800033
85800033,33
859,859000855
859000855,855
859,859000858
859000858,858
859,859000964
859000964,964
860,860000872
860000872,872
860,860000963
860000963,963
861,861000863
861000863,863
861,861000870
861000870,870
862,862000873
862000873,873
863,863000876
863000876,876
864,864000869
864000869,869
864,864000870
864000870,870
864,864000875
864000875,875
864,864000967
864000967,967
864,864000977
864000977,977
865,865000866
865000866,866
865,865000875
865000875,875
866,866000665
866000665,665
866,866000778
866000778,778
866,86600041
86600041,41
867,867000861
867000861,861
867,867000882
867000882,882
868,868000865
868000865,865
868,868000869
868000869,869
869,869000761
869000761,761
869,869000864
869000864,864
869,86900035
86900035,35
870,870000861
870000861,861
870,870000864
870000864,864
870,870000967
870000967,967
870,87000034
87000034,34
871,871000267
871000267,267
871,871000872
871000872,872
871,871000880
871000880,880
872,872000853
872000853,853
872,872000871
872000871,871
873,873000879
873000879,879
873,873000886
873000886,886
873,87300039
87300039,39
874,874000965
874000965,965
875,875000863
875000863,863
875,87500041
87500041,41
876,876000862
876000862,862
876,876000866
876000866,866
876,876000878
876000878,878
877,877000861
877000861,861
877,877000876
877000876,876
878,878000879
878000879,879
878,878000881
878000881,881
879,879000267
879000267,267
879,879000874
879000874,874
879,879000877
879000877,877
880,880000871
880000871,871
880,880000874
880000874,874
880,880000877
880000877,877
880,88000039
88000039,39
881,881000255
881000255,255
881,881000871
881000871,871
881,881000880
881000880,880
881,88100039
88100039,39
882,882000862
882000862,862
882,882000876
882000876,876
883,883000622
883000622,622
883,883000633
883000633,633
883,883000873
883000873,873
883,883000887
883000887,887
883,88300040
88300040,40
884,884000633
884000633,633
884,884000883
884000883,883
885,885000665
885000665,665
885,885000884
885000884,884
885,88500041
88500041,41
886,886000634
886000634,634
886,886000635
886000635,635
886,886000884
886000884,884
887,887000254
887000254,254
887,887000261
887000261,261
887,887000265
887000265,265
887,887000883
887000883,883
887,88700047
88700047,47
888,888000892
888000892,892
888,88800058
88800058,58
889,889000269
889000269,269
889,889000892
889000892,892
889,889000980
889000980,980
889,88900056
88900056,56
889,88900057
88900057,57
889,88900059
88900059,59
890,890000891
890000891,891
890,890000898
890000898,898
890,89000048
89000048,48
891,891000251
891000251,251
891,891000264
891000264,264
891,891000890
891000890,890
891,89100055
89100055,55
892,892000627
892000627,627
892,892000888
892000888,888
892,892000889
892000889,889
892,892000893
892000893,893
893,893000642
893000642,642
893,893000892
893000892,892
893,893000894
893000894,894
893,89300060
89300060,60
894,894000896
894000896,896
895,895000892
895000892,892
895,895000894
895000894,894
896,896000902
896000902,902
896,89600060
89600060,60
897,897000895
897000895,895
897,897000896
897000896,896
898,898000260
898000260,260
898,898000890
898000890,890
898,898000899
898000899,899
899,899000627
899000627,627
899,899000888
899000888,888
899,899000898
899000898,898
900,900000897
900000897,897
900,900000902
900000902,902
900,900000909
900000909,909
900,900000990
900000990,990
900,90000060
90000060,60
901,901000905
901000905,905
901,901000906
901000906,906
901,901000909
901000909,909
902,902000630
902000630,630
902,902000900
902000900,900
902,902000903
902000903,903
902,902000908
902000908,908
902,90200063
90200063,63
903,903000639
903000639,639
904,904000903
904000903,903
904,904000905
904000905,905
904,90400070
90400070,70
905,905000908
905000908,908
906,906000901
906000901,901
906,906000904
906000904,904
906,906000910
906000910,910
906,906000959
906000959,959
907,907000897
907000897,897
907,907000900
907000900,900
908,908000900
908000900,900
908,908000909
908000909,909
908,90800063
90800063,63
909,909000901
909000901,901
909,909000983
909000983,983
910,910000906
910000906,906
910,910000950
910000950,950
910,910000960
910000960,960
911,911000925
911000925,925
911,911000926
911000926,926
912,912000914
912000914,914
912,912000937
912000937,937
912,912000942
912000942,942
913,913000920
913000920,920
913,913000943
913000943,943
913,9130001008
9130001008,1008
914,91400018
91400018,18
914,914000912
914000912,912
914,914000917
914000917,917
914,914000931
914000931,931
914,914000946
914000946,946
915,91500021
91500021,21
915,915000916
915000916,916
915,915000943
915000943,943
916,91600020
91600020,20
916,916000915
916000915,915
916,916000932
916000932,932
916,916000934
916000934,934
917,917000914
917000914,914
917,917000935
917000935,935
917,917000937
917000937,937
918,918000619
918000619,619
918,918000919
918000919,919
919,91900019
91900019,19
919,919000918
919000918,918
919,919000931
919000931,931
919,919000932
919000932,932
920,920000913
920000913,913
920,920000929
920000929,929
920,920000933
920000933,933
921,921000922
921000922,922
921,921000936
921000936,936
921,921000938
921000938,938
921,92100065
92100065,65
922,922000921
922000921,921
922,922000927
922000927,927
922,922000939
922000939,939
922,922000948
922000948,948
923,923000911
923000911,911
923,923000925
923000925,925
923,92300064
92300064,64
924,924000637
924000637,637
924,924000923
924000923,923
925,925000923
925000923,923
925,925000924
925000924,924
925,92500064
92500064,64
925,9250001013
9250001013,1013
926,926000911
926000911,911
926,926000939
926000939,939
926,926000942
926000942,942
926,92600065
92600065,65
926,9260001013
9260001013,1013
927,927000922
927000922,922
927,927000928
927000928,928
927,927000940
927000940,940
928,928000927
928000927,927
928,928000940
928000940,940
928,92800073
92800073,73
928,9280001005
9280001005,1005
929,929000920
929000920,920
929,929000930
929000930,930
929,9290001008
9290001008,1008
930,9300001007
9300001007,1007
931,931000615
931000615,615
931,93100019
93100019,19
931,931000914
931000914,914
931,931000919
931000919,919
932,932000916
932000916,916
932,932000931
932000931,931
933,933000920
933000920,920
933,933000934
933000934,934
933,933000935
933000935,935
934,934000916
934000916,916
934,934000933
934000933,933
934,934000943
934000943,943
935,935000917
935000917,917
935,935000933
935000933,933
935,935000936
935000936,936
936,936000921
936000921,921
936,936000929
936000929,929
936,936000935
936000935,935
936,93600065
93600065,65
937,93700018
93700018,18
937,937000917
937000917,917
937,937000936
937000936,936
937,937000938
937000938,938
938,93800018
93800018,18
938,938000937
938000937,937
938,938000939
938000939,939
938,938000942
938000942,942
939,939000922
939000922,922
939,939000926
939000926,926
939,939000938
939000938,938
940,940000921
940000921,921
940,940000927
940000927,927
940,94000073
94000073,73
941,941000940
941000940,940
941,941000944
941000944,944
942,942000912
942000912,912
942,942000926
942000926,926
942,942000944
942000944,944
943,94300021
94300021,21
943,943000913
943000913,913
943,943000915
943000915,915
943,943000934
943000934,934
944,944000659
944000659,659
945,945000912
945000912,912
945,945000930
945000930,930
946,94600018
94600018,18
946,946000912
946000912,912
946,946000914
946000914,914
946,946000592
946000592,592
947,947000948
947000948,948
947,94700063
94700063,63
947,9470001011
9470001011,1011
947,9470001013
9470001013,1013
948,948000922
948000922,922
948,948000947
948000947,947
948,948000955
948000955,955
949,949000953
949000953,953
949,949000959
949000959,959
949,94900071
94900071,71
950,950000958
950000958,958
950,950000983
950000983,983
950,950000990
950000990,990
951,951000952
951000952,952
951,951000956
951000956,956
951,95100072
95100072,72
951,9510001010
9510001010,1010
952,952000951
952000951,951
952,952000958
952000958,958
952,952000982
952000982,982
952,952000985
952000985,985
953,953000949
953000949,949
953,953000956
953000956,956
953,953000957
953000957,957
954,95400091
95400091,91
954,954000957
954000957,957
955,955000948
955000948,948
955,955000957
955000957,957
955,9550001005
9550001005,1005
956,956000951
956000951,951
956,956000953
956000953,953
956,956000957
956000957,957
957,957000953
957000953,953
957,957000954
957000954,954
957,957000955
